Scenario,Sortie ID,Service Area ID,Model ID,Cargo Box ID List,Total Mass (kg),Total Volume (m³),Round-Trip Time (s),Sortie Energy (kWh),Return SOC (%),Operation Time (s),Batch ID
r0.30_a1.0_b0.9,Q1-015,S008,B,"S008-MED-01, S008-WAT-02",17.0,0.039,1541.842307167044,2.657596662591871,33.560083435203225,1901.842307167044,S008|B|00020
r0.30_a1.0_b0.9,Q1-016,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,2.0890412993381355,47.77396751654661,1558.4422473944055,S009|B|00007
r0.30_a1.0_b0.9,Q1-017,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.8106321650557389,54.73419587360653,1555.376902446339,S010|B|00007
r0.30_a1.0_b0.9,Q1-018,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,1.0662009466803517,73.34497633299121,1188.4236501116584,S011|B|00007
r0.30_a1.0_b0.9,Q1-019,S012,B,"S012-FOD-01, S012-MED-01, S012-WAT-01",25.0,0.067,1532.7345559700407,2.7393863769969995,31.51534057507501,1922.7345559700407,S012|B|00007
r0.30_a1.0_b0.9,Q1-020,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.8143383953363028,54.64154011659244,1510.4702802929446,S013|B|00007
r0.30_a1.0_b0.9,Q1-021,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,2.1186363476801047,47.034091307997386,1869.7521946190163,S014|B|00007
r0.30_a1.0_b0.9,Q1-022,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.2899638557638973,42.750903605902565,1828.2885840204503,S015|B|00007
r0.30_a1.0_b1.0,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,2.9175913912014897,63.53010760998138,1692.1703918789085,S001|C|01022
r0.30_a1.0_b1.0,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,2.9957785952005276,62.552767559993406,1494.1703918789085,S001|C|31745
r0.30_a1.0_b1.0,Q1-003,S002,B,"S002-MED-01, S002-WAT-01",17.0,0.039,1396.6939339219116,2.432634640007002,39.18413399982496,1756.6939339219116,S002|B|00024
r0.30_a1.0_b1.0,Q1-004,S002,B,"S002-HYG-01, S002-WAT-02",20.0,0.062,1396.6939339219116,2.5199758413893254,37.00060396526686,1756.6939339219116,S002|B|00036
r0.30_a1.0_b1.0,Q1-005,S002,C,"S002-FOD-01, S002-FOD-02, S002-WAT-03, S002-WAT-04",44.0,0.11,1555.8120186387084,5.30442272012434,33.694715998445744,1975.8120186387084,S002|C|00195
r0.30_a1.0_b1.0,Q1-006,S003,C,"S003-FOD-02, S003-HYG-01, S003-WAT-01, S003-WAT-02",42.0,0.117,1884.1111443370805,5.288349713163547,33.89562858545566,2304.1111443370805,S003|C|00054
r0.30_a1.0_b1.0,Q1-007,S003,C,"S003-FOD-01, S003-MED-01, S003-WAT-03, S003-WAT-04",39.0,0.094,1884.1111443370805,5.209263443704674,34.884206953691574,2304.1111443370805,S003|C|00201
r0.30_a1.0_b1.0,Q1-008,S004,B,"S004-MED-01, S004-WAT-01",17.0,0.039,1561.648011173304,2.576532815093394,35.58667962266515,1921.648011173304,S004|B|00012
r0.30_a1.0_b1.0,Q1-009,S004,C,"S004-FOD-01, S004-HYG-01, S004-WAT-02, S004-WAT-03",42.0,0.117,1749.0610665932259,5.518523767760062,31.01845290299923,2169.061066593226,S004|C|00051
r0.30_a1.0_b1.0,Q1-010,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,4.222219779656905,47.22225275428868,1877.1951581955423,S005|C|00063
r0.30_a1.0_b1.0,Q1-011,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.598020735971614,67.52474080035482,1561.5595259403467,S006|C|00063
r0.30_a1.0_b1.0,Q1-012,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.4109419730052095,57.363225337434876,1907.5754478361764,S007|C|00031
r0.30_a1.0_b1.0,Q1-013,S008,B,"S008-FOD-01, S008-HYG-01",14.0,0.063,1541.842307167044,2.589371153366005,35.265721165849875,1901.842307167044,S008|B|00003
r0.30_a1.0_b1.0,Q1-014,S008,B,S008-WAT-01,14.0,0.027,1511.842307167044,2.589371153366005,35.265721165849875,1841.842307167044,S008|B|00008
r0.30_a1.0_b1.0,Q1-015,S008,B,"S008-MED-01, S008-WAT-02",17.0,0.039,1541.842307167044,2.6677161665191234,33.30709583702192,1901.842307167044,S008|B|00020
r0.30_a1.0_b1.0,Q1-016,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,2.096235103068041,47.59412242329898,1558.4422473944055,S009|B|00007
r0.30_a1.0_b1.0,Q1-017,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.8231886104366914,54.42028473908272,1555.376902446339,S010|B|00007
r0.30_a1.0_b1.0,Q1-018,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,1.0739602222254718,73.1509944443632,1188.4236501116584,S011|B|00007
r0.30_a1.0_b1.0,Q1-019,S012,B,"S012-FOD-01, S012-MED-01, S012-WAT-01",25.0,0.067,1532.7345559700407,2.7523988780677637,31.190028048305905,1922.7345559700407,S012|B|00007
r0.30_a1.0_b1.0,Q1-020,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.8247538307943802,54.381154230140496,1510.4702802929446,S013|B|00007
r0.30_a1.0_b1.0,Q1-021,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,2.1403772473853557,46.4905688153661,1869.7521946190163,S014|B|00007
r0.30_a1.0_b1.0,Q1-022,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.307484615901031,42.31288460247422,1828.2885840204503,S015|B|00007
r0.30_a1.0_b1.1,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,2.9279738631607564,63.40032671049054,1692.1703918789085,S001|C|01022
r0.30_a1.0_b1.1,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,3.0062710940382784,62.42161132452152,1494.1703918789085,S001|C|31745
r0.30_a1.0_b1.1,Q1-003,S002,B,"S002-MED-01, S002-WAT-01",17.0,0.039,1396.6939339219116,2.4404604522092646,38.988488694768385,1756.6939339219116,S002|B|00024
r0.30_a1.0_b1.1,Q1-004,S002,B,"S002-HYG-01, S002-WAT-02",20.0,0.062,1396.6939339219116,2.528007452692655,36.79981368268363,1756.6939339219116,S002|B|00036
r0.30_a1.0_b1.1,Q1-005,S002,C,"S002-FOD-01, S002-FOD-02, S002-WAT-03, S002-WAT-04",44.0,0.11,1555.8120186387084,5.314602756924686,33.56746553844142,1975.8120186387084,S002|C|00195
r0.30_a1.0_b1.1,Q1-006,S003,C,"S003-FOD-02, S003-HYG-01, S003-WAT-01, S003-WAT-02",42.0,0.117,1884.1111443370805,5.312642033104775,33.59197458619031,2304.1111443370805,S003|C|00054
r0.30_a1.0_b1.1,Q1-007,S003,C,"S003-FOD-01, S003-MED-01, S003-WAT-03, S003-WAT-04",39.0,0.094,1884.1111443370805,5.233062874572339,34.58671406784576,2304.1111443370805,S003|C|00201
r0.30_a1.0_b1.1,Q1-008,S004,B,"S004-MED-01, S004-WAT-01",17.0,0.039,1561.648011173304,2.5891095444717975,35.27226138820506,1921.648011173304,S004|B|00012
r0.30_a1.0_b1.1,Q1-009,S004,C,"S004-FOD-01, S004-HYG-01, S004-WAT-02, S004-WAT-03",42.0,0.117,1749.0610665932259,5.53447715931019,30.819035508622626,2169.061066593226,S004|C|00051
r0.30_a1.0_b1.1,Q1-010,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,4.2353904065972126,47.05761991753484,1877.1951581955423,S005|C|00063
r0.30_a1.0_b1.1,Q1-011,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.6110080861471747,67.36239892316031,1561.5595259403467,S006|C|00063
r0.30_a1.0_b1.1,Q1-012,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.431977369323416,57.1002828834573,1907.5754478361764,S007|C|00031
r0.30_a1.0_b1.1,Q1-013,S008,B,"S008-FOD-01, S008-HYG-01",14.0,0.063,1541.842307167044,2.5992122425305695,35.01969393673576,1901.842307167044,S008|B|00003
r0.30_a1.0_b1.1,Q1-014,S008,B,S008-WAT-01,14.0,0.027,1511.842307167044,2.5992122425305695,35.01969393673576,1841.842307167044,S008|B|00008
r0.30_a1.0_b1.1,Q1-015,S008,B,"S008-MED-01, S008-WAT-02",17.0,0.039,1541.842307167044,2.6778356704463753,33.05410823884062,1901.842307167044,S008|B|00020
r0.30_a1.0_b1.1,Q1-016,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,2.1034289067979457,47.414277330051355,1558.4422473944055,S009|B|00007
r0.30_a1.0_b1.1,Q1-017,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.835745055817644,54.1063736045589,1555.376902446339,S010|B|00007
r0.30_a1.0_b1.1,Q1-018,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,1.0817194977705922,72.95701255573519,1188.4236501116584,S011|B|00007
r0.30_a1.0_b1.1,Q1-019,S012,B,"S012-FOD-01, S012-MED-01, S012-WAT-01",25.0,0.067,1532.7345559700407,2.765411379138528,30.8647155215368,1922.7345559700407,S012|B|00007
r0.30_a1.0_b1.1,Q1-020,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.8351692662524575,54.12076834368856,1510.4702802929446,S013|B|00007
r0.30_a1.0_b1.1,Q1-021,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,2.162118147090607,45.94704632273483,1869.7521946190163,S014|B|00007
r0.30_a1.0_b1.1,Q1-022,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.3250053760381655,41.87486559904586,1828.2885840204503,S015|B|00007
r0.40_a0.9_b0.9,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,2.6258322520813406,67.17709684898324,1692.1703918789085,S001|C|01022
r0.40_a0.9_b0.9,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,2.696200735680475,66.29749080399407,1494.1703918789085,S001|C|31745
r0.40_a0.9_b0.9,Q1-003,S002,C,"S002-FOD-02, S002-HYG-01, S002-WAT-01, S002-WAT-02",42.0,0.117,1555.8120186387084,4.723783461739874,40.95270672825158,1975.8120186387084,S002|C|00054
r0.40_a0.9_b0.9,Q1-004,S002,C,"S002-FOD-01, S002-MED-01, S002-WAT-03, S002-WAT-04",39.0,0.094,1555.8120186387084,4.6538298627888945,41.82712671513882,1975.8120186387084,S002|C|00201
r0.40_a0.9_b0.9,Q1-005,S003,C,"S003-FOD-02, S003-HYG-01, S003-WAT-01, S003-WAT-02",42.0,0.117,1884.1111443370805,4.759514741847193,40.50606572691009,2304.1111443370805,S003|C|00054
r0.40_a0.9_b0.9,Q1-006,S003,C,"S003-FOD-01, S003-MED-01, S003-WAT-03, S003-WAT-04",39.0,0.094,1884.1111443370805,4.688337099334206,41.39578625832242,2304.1111443370805,S003|C|00201
r0.40_a0.9_b0.9,Q1-007,S004,C,"S004-WAT-01, S004-WAT-02",28.0,0.054,1677.0610665932259,4.671540012067775,41.605749849152815,2037.0610665932259,S004|C|00024
r0.40_a0.9_b0.9,Q1-008,S004,C,"S004-FOD-01, S004-HYG-01, S004-MED-01, S004-WAT-03",31.0,0.10200000000000001,1749.0610665932259,4.725125253467658,40.93593433165428,2169.061066593226,S004|C|00039
r0.40_a0.9_b0.9,Q1-009,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,3.7999978016912146,52.50002747885982,1877.1951581955423,S005|C|00063
r0.40_a0.9_b0.9,Q1-010,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.3382186623744525,70.77226672031934,1561.5595259403467,S006|C|00063
r0.40_a0.9_b0.9,Q1-011,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.0698477757046887,61.62690280369139,1907.5754478361764,S007|C|00031
r0.40_a0.9_b0.9,Q1-012,S008,B,S008-FOD-01,8.0,0.028,1511.842307167044,2.2261932063267222,44.34516984183195,1841.842307167044,S008|B|00001
r0.40_a0.9_b0.9,Q1-013,S008,B,"S008-HYG-01, S008-MED-01",9.0,0.047,1541.842307167044,2.2405716016881483,43.985709957796296,1901.842307167044,S008|B|00006
r0.40_a0.9_b0.9,Q1-014,S008,B,S008-WAT-01,14.0,0.027,1511.842307167044,2.3304340380294044,41.73914904926489,1841.842307167044,S008|B|00008
r0.40_a0.9_b0.9,Q1-015,S008,B,S008-WAT-02,14.0,0.027,1511.842307167044,2.3304340380294044,41.73914904926489,1841.842307167044,S008|B|00016
r0.40_a0.9_b0.9,Q1-016,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,1.8866115927612368,52.83471018096908,1558.4422473944055,S009|B|00007
r0.40_a0.9_b0.9,Q1-017,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.6408697493930224,58.97825626517444,1555.376902446339,S010|B|00007
r0.40_a0.9_b0.9,Q1-018,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,0.9665642000029246,75.8358949999269,1188.4236501116584,S011|B|00007
r0.40_a0.9_b0.9,Q1-019,S012,B,"S012-FOD-01, S012-MED-01",11.0,0.04,1502.7345559700407,2.103818224074528,47.40454439813681,1862.7345559700407,S012|B|00003
r0.40_a0.9_b0.9,Q1-020,S012,B,S012-WAT-01,14.0,0.027,1472.7345559700407,2.157178379054669,46.07054052363328,1802.7345559700407,S012|B|00004
r0.40_a0.9_b0.9,Q1-021,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.6422784477149421,58.94303880712645,1510.4702802929446,S013|B|00007
r0.40_a0.9_b0.9,Q1-022,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,1.9263395226468203,51.84151193382949,1869.7521946190163,S014|B|00007
r0.40_a0.9_b0.9,Q1-023,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.0767361543109284,48.08159614222679,1828.2885840204503,S015|B|00007
r0.40_a0.9_b1.0,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,2.6362147240406073,67.0473159494924,1692.1703918789085,S001|C|01022
r0.40_a0.9_b1.0,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,2.7066932345182257,66.16633456852217,1494.1703918789085,S001|C|31745
r0.40_a0.9_b1.0,Q1-003,S002,C,"S002-FOD-02, S002-HYG-01, S002-WAT-01, S002-WAT-02",42.0,0.117,1555.8120186387084,4.733826299139509,40.82717126075613,1975.8120186387084,S002|C|00054
r0.40_a0.9_b1.0,Q1-004,S002,C,"S002-FOD-01, S002-MED-01, S002-WAT-03, S002-WAT-04",39.0,0.094,1555.8120186387084,4.663666901087463,41.704163736406706,1975.8120186387084,S002|C|00201
r0.40_a0.9_b1.0,Q1-005,S003,C,"S003-FOD-02, S003-HYG-01, S003-WAT-01, S003-WAT-02",42.0,0.117,1884.1111443370805,4.783807061788421,40.20241172764474,2304.1111443370805,S003|C|00054
r0.40_a0.9_b1.0,Q1-006,S003,C,"S003-FOD-01, S003-MED-01, S003-WAT-03, S003-WAT-04",39.0,0.094,1884.1111443370805,4.712136530201872,41.098293372476604,2304.1111443370805,S003|C|00201
r0.40_a0.9_b1.0,Q1-007,S004,C,"S004-WAT-01, S004-WAT-02",28.0,0.054,1677.0610665932259,4.686059921785568,41.4242509776804,2037.0610665932259,S004|C|00024
r0.40_a0.9_b1.0,Q1-008,S004,C,"S004-FOD-01, S004-HYG-01, S004-MED-01, S004-WAT-03",31.0,0.10200000000000001,1749.0610665932259,4.739952337863808,40.750595776702404,2169.061066593226,S004|C|00039
r0.40_a0.9_b1.0,Q1-009,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,3.8131684286315224,52.33539464210597,1877.1951581955423,S005|C|00063
r0.40_a0.9_b1.0,Q1-010,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.3512060125500134,70.60992484312483,1561.5595259403467,S006|C|00063
r0.40_a0.9_b1.0,Q1-011,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.0908831720228953,61.36396034971381,1907.5754478361764,S007|C|00031
r0.40_a0.9_b1.0,Q1-012,S008,B,S008-FOD-01,8.0,0.028,1511.842307167044,2.235477465965911,44.11306335085222,1841.842307167044,S008|B|00001
r0.40_a0.9_b1.0,Q1-013,S008,B,"S008-HYG-01, S008-MED-01",9.0,0.047,1541.842307167044,2.2499486662482333,43.75128334379417,1901.842307167044,S008|B|00006
r0.40_a0.9_b1.0,Q1-014,S008,B,S008-WAT-01,14.0,0.027,1511.842307167044,2.340275127193969,41.49312182015078,1841.842307167044,S008|B|00008
r0.40_a0.9_b1.0,Q1-015,S008,B,S008-WAT-02,14.0,0.027,1511.842307167044,2.340275127193969,41.49312182015078,1841.842307167044,S008|B|00016
r0.40_a0.9_b1.0,Q1-016,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,1.8938053964911417,52.65486508772146,1558.4422473944055,S009|B|00007
r0.40_a0.9_b1.0,Q1-017,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.653426194773975,58.66434513065062,1555.376902446339,S010|B|00007
r0.40_a0.9_b1.0,Q1-018,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,0.9743234755480449,75.64191311129888,1188.4236501116584,S011|B|00007
r0.40_a0.9_b1.0,Q1-019,S012,B,"S012-FOD-01, S012-MED-01",11.0,0.04,1502.7345559700407,2.1153174365405136,47.11706408648716,1862.7345559700407,S012|B|00003
r0.40_a0.9_b1.0,Q1-020,S012,B,S012-WAT-01,14.0,0.027,1472.7345559700407,2.16900186765025,45.77495330874375,1802.7345559700407,S012|B|00004
r0.40_a0.9_b1.0,Q1-021,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.6526938831730196,58.68265292067451,1510.4702802929446,S013|B|00007
r0.40_a0.9_b1.0,Q1-022,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,1.9480804223520714,51.29798944119821,1869.7521946190163,S014|B|00007
r0.40_a0.9_b1.0,Q1-023,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.0942569144480627,47.643577138798435,1828.2885840204503,S015|B|00007
r0.40_a0.9_b1.1,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,2.646597195999874,66.91753505000158,1692.1703918789085,S001|C|01022
r0.40_a0.9_b1.1,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,2.7171857333559766,66.0351783330503,1494.1703918789085,S001|C|31745
r0.40_a0.9_b1.1,Q1-003,S002,C,"S002-FOD-02, S002-HYG-01, S002-WAT-01, S002-WAT-02",42.0,0.117,1555.8120186387084,4.7438691365391445,40.70163579326069,1975.8120186387084,S002|C|00054
r0.40_a0.9_b1.1,Q1-004,S002,C,"S002-FOD-01, S002-MED-01, S002-WAT-03, S002-WAT-04",39.0,0.094,1555.8120186387084,4.673503939386031,41.58120075767461,1975.8120186387084,S002|C|00201
r0.40_a0.9_b1.1,Q1-005,S003,B,S003-WAT-01,14.0,0.027,1630.5430982758824,2.2186937983282036,44.53265504179491,1960.5430982758824,S003|B|00016
r0.40_a0.9_b1.1,Q1-006,S003,C,"S003-HYG-01, S003-WAT-02, S003-WAT-03",34.0,0.089,1848.1111443370805,4.628219125527982,42.147260930900224,2238.1111443370805,S003|C|00100
r0.40_a0.9_b1.1,Q1-007,S003,C,"S003-FOD-01, S003-FOD-02, S003-MED-01, S003-WAT-04",33.0,0.095,1884.1111443370805,4.608396783823621,42.39504020220474,2304.1111443370805,S003|C|00139
r0.40_a0.9_b1.1,Q1-008,S004,B,"S004-FOD-01, S004-HYG-01",14.0,0.063,1561.648011173304,2.2757164532519116,43.10708866870221,1921.648011173304,S004|B|00003
r0.40_a0.9_b1.1,Q1-009,S004,B,S004-WAT-01,14.0,0.027,1531.648011173304,2.2757164532519116,43.10708866870221,1861.648011173304,S004|B|00008
r0.40_a0.9_b1.1,Q1-010,S004,C,"S004-MED-01, S004-WAT-02, S004-WAT-03",31.0,0.066,1713.0610665932259,4.754779422259959,40.565257221750514,2103.061066593226,S004|C|00052
r0.40_a0.9_b1.1,Q1-011,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,3.82633905557183,52.170761805352114,1877.1951581955423,S005|C|00063
r0.40_a0.9_b1.1,Q1-012,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.3641933627255742,70.44758296593032,1561.5595259403467,S006|C|00063
r0.40_a0.9_b1.1,Q1-013,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.111918568341102,61.101017895736234,1907.5754478361764,S007|C|00031
r0.40_a0.9_b1.1,Q1-014,S008,B,S008-FOD-01,8.0,0.028,1511.842307167044,2.2447617256051,43.8809568598725,1841.842307167044,S008|B|00001
r0.40_a0.9_b1.1,Q1-015,S008,B,"S008-HYG-01, S008-MED-01",9.0,0.047,1541.842307167044,2.259325730808318,43.51685672979205,1901.842307167044,S008|B|00006
r0.40_a0.9_b1.1,Q1-016,S008,B,S008-WAT-01,14.0,0.027,1511.842307167044,2.350116216358533,41.24709459103667,1841.842307167044,S008|B|00008
r0.40_a0.9_b1.1,Q1-017,S008,B,S008-WAT-02,14.0,0.027,1511.842307167044,2.350116216358533,41.24709459103667,1841.842307167044,S008|B|00016
r0.40_a0.9_b1.1,Q1-018,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,1.9009992002210467,52.47501999447384,1558.4422473944055,S009|B|00007
r0.40_a0.9_b1.1,Q1-019,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.6659826401549278,58.3504339961268,1555.376902446339,S010|B|00007
r0.40_a0.9_b1.1,Q1-020,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,0.9820827510931651,75.44793122267087,1188.4236501116584,S011|B|00007
r0.40_a0.9_b1.1,Q1-021,S012,B,"S012-FOD-01, S012-MED-01",11.0,0.04,1502.7345559700407,2.126816649006499,46.82958377483752,1862.7345559700407,S012|B|00003
r0.40_a0.9_b1.1,Q1-022,S012,B,S012-WAT-01,14.0,0.027,1472.7345559700407,2.180825356245831,45.479366093854225,1802.7345559700407,S012|B|00004
r0.40_a0.9_b1.1,Q1-023,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.663109318631097,58.42226703422257,1510.4702802929446,S013|B|00007
r0.40_a0.9_b1.1,Q1-024,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,1.9698213220573224,50.754466948566936,1869.7521946190163,S014|B|00007
r0.40_a0.9_b1.1,Q1-025,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.1117776745851966,47.20555813537008,1828.2885840204503,S015|B|00007
