Scenario,Sortie ID,Service Area ID,Model ID,Cargo Box ID List,Total Mass (kg),Total Volume (m³),Round-Trip Time (s),Sortie Energy (kWh),Return SOC (%),Operation Time (s),Batch ID
r0.20_a1.1_b0.9,Q1-008,S004,C,"S004-FOD-01, S004-HYG-01, S004-WAT-02, S004-WAT-03",42.0,0.117,1749.0610665932259,6.038469361435814,24.519132982052326,2169.061066593226,S004|C|00051
r0.20_a1.1_b0.9,Q1-009,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,4.6181005037419816,42.27374370322523,1877.1951581955423,S005|C|00063
r0.20_a1.1_b0.9,Q1-010,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.831848109217654,64.60189863477932,1561.5595259403467,S006|C|00063
r0.20_a1.1_b0.9,Q1-011,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.7099653776693176,53.62543277913353,1907.5754478361764,S007|C|00031
r0.20_a1.1_b0.9,Q1-012,S008,C,"S008-FOD-01, S008-HYG-01, S008-MED-01, S008-WAT-01, S008-WAT-02",45.0,0.129,1749.7120845921743,6.392952261025537,20.088096737180784,2199.7120845921745,S008|C|00031
r0.20_a1.1_b0.9,Q1-013,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,2.2914710059150347,42.713224852124135,1558.4422473944055,S009|B|00007
r0.20_a1.1_b0.9,Q1-014,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.9803945807184555,50.49013548203861,1555.376902446339,S010|B|00007
r0.20_a1.1_b0.9,Q1-015,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,1.1658376933577788,70.85405766605552,1188.4236501116584,S011|B|00007
r0.20_a1.1_b0.9,Q1-016,S012,B,"S012-FOD-01, S012-MED-01, S012-WAT-01",25.0,0.067,1532.7345559700407,3.001613763733012,24.959655906674705,1922.7345559700407,S012|B|00007
r0.20_a1.1_b0.9,Q1-017,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.9863983429576637,50.34004142605841,1510.4702802929446,S013|B|00007
r0.20_a1.1_b0.9,Q1-018,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,2.3109331727133893,42.22667068216527,1869.7521946190163,S014|B|00007
r0.20_a1.1_b0.9,Q1-019,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.5031915572168666,37.420211069578336,1828.2885840204503,S015|B|00007
r0.20_a1.1_b1.0,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,3.198968058362372,60.012899270470356,1692.1703918789085,S001|C|01022
r0.20_a1.1_b1.0,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,3.28486395588283,58.93920055146462,1494.1703918789085,S001|C|31745
r0.20_a1.1_b1.0,Q1-003,S002,B,"S002-FOD-02, S002-MED-01, S002-WAT-01",25.0,0.067,1426.6939339219116,2.9763888344828127,25.590279137929684,1816.6939339219116,S002|B|00026
r0.20_a1.1_b1.0,Q1-004,S002,C,"S002-FOD-01, S002-HYG-01, S002-WAT-02, S002-WAT-03, S002-WAT-04",56.0,0.14400000000000002,1591.8120186387084,6.282341617536311,21.470729780796116,2041.8120186387084,S002|C|00229
r0.20_a1.1_b1.0,Q1-005,S003,B,"S003-FOD-02, S003-MED-01, S003-WAT-01",25.0,0.067,1690.5430982758824,3.037687050008377,24.057823749790575,2080.5430982758826,S003|B|00026
r0.20_a1.1_b1.0,Q1-006,S003,C,"S003-FOD-01, S003-HYG-01, S003-WAT-02, S003-WAT-03, S003-WAT-04",56.0,0.14400000000000002,1920.1111443370805,6.3149927991132735,21.062590011084083,2370.1111443370805,S003|C|00229
r0.20_a1.1_b1.0,Q1-007,S004,B,"S004-MED-01, S004-WAT-01",17.0,0.039,1561.648011173304,2.82160936722433,29.459765819391748,1921.648011173304,S004|B|00012
r0.20_a1.1_b1.0,Q1-008,S004,C,"S004-FOD-01, S004-HYG-01, S004-WAT-02, S004-WAT-03",42.0,0.117,1749.0610665932259,6.054422752985941,24.319715587675738,2169.061066593226,S004|C|00051
r0.20_a1.1_b1.0,Q1-009,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,4.631271130682289,42.10911086647139,1877.1951581955423,S005|C|00063
r0.20_a1.1_b1.0,Q1-010,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.844835459393215,64.43955675758481,1561.5595259403467,S006|C|00063
r0.20_a1.1_b1.0,Q1-011,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.731000773987524,53.362490325155946,1907.5754478361764,S007|C|00031
r0.20_a1.1_b1.0,Q1-012,S008,B,"S008-FOD-01, S008-HYG-01",14.0,0.063,1541.842307167044,2.8384671795380414,29.038320511548964,1901.842307167044,S008|B|00003
r0.20_a1.1_b1.0,Q1-013,S008,B,S008-WAT-01,14.0,0.027,1511.842307167044,2.8384671795380414,29.038320511548964,1841.842307167044,S008|B|00008
r0.20_a1.1_b1.0,Q1-014,S008,B,"S008-MED-01, S008-WAT-02",17.0,0.039,1541.842307167044,2.924368279243784,26.890793018905402,1901.842307167044,S008|B|00020
r0.20_a1.1_b1.0,Q1-015,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,2.29866480964494,42.5333797588765,1558.4422473944055,S009|B|00007
r0.20_a1.1_b1.0,Q1-016,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.992951026099408,50.1762243475148,1555.376902446339,S010|B|00007
r0.20_a1.1_b1.0,Q1-017,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,1.1735969689028989,70.66007577742752,1188.4236501116584,S011|B|00007
r0.20_a1.1_b1.0,Q1-018,S012,B,"S012-FOD-01, S012-MED-01, S012-WAT-01",25.0,0.067,1532.7345559700407,3.014626264803776,24.634343379905598,1922.7345559700407,S012|B|00007
r0.20_a1.1_b1.0,Q1-019,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.9968137784157411,50.07965553960647,1510.4702802929446,S013|B|00007
r0.20_a1.1_b1.0,Q1-020,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,2.3326740724186403,41.683148189533995,1869.7521946190163,S014|B|00007
r0.20_a1.1_b1.0,Q1-021,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.5207123173540005,36.98219206614999,1828.2885840204503,S015|B|00007
r0.20_a1.1_b1.1,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,3.2093505303216388,59.88311837097952,1692.1703918789085,S001|C|01022
r0.20_a1.1_b1.1,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,3.2953564547205807,58.80804431599274,1494.1703918789085,S001|C|31745
r0.20_a1.1_b1.1,Q1-003,S002,B,"S002-FOD-02, S002-MED-01, S002-WAT-01",25.0,0.067,1426.6939339219116,2.9847634442879194,25.380913892802013,1816.6939339219116,S002|B|00026
r0.20_a1.1_b1.1,Q1-004,S002,C,"S002-FOD-01, S002-HYG-01, S002-WAT-02, S002-WAT-03, S002-WAT-04",56.0,0.14400000000000002,1591.8120186387084,6.293344850740924,21.33318936573845,2041.8120186387084,S002|C|00229
r0.20_a1.1_b1.1,Q1-005,S003,B,"S003-FOD-02, S003-MED-01, S003-WAT-01",25.0,0.067,1690.5430982758824,3.05796715908689,23.55082102282775,2080.5430982758826,S003|B|00026
r0.20_a1.1_b1.1,Q1-006,S003,C,"S003-FOD-01, S003-HYG-01, S003-WAT-02, S003-WAT-03, S003-WAT-04",56.0,0.14400000000000002,1920.1111443370805,6.341585268064461,20.73018414919424,2370.1111443370805,S003|C|00229
r0.20_a1.1_b1.1,Q1-007,S004,B,"S004-MED-01, S004-WAT-01",17.0,0.039,1561.648011173304,2.8341860966027337,29.145347584931656,1921.648011173304,S004|B|00012
r0.20_a1.1_b1.1,Q1-008,S004,C,"S004-FOD-01, S004-HYG-01, S004-WAT-02, S004-WAT-03",42.0,0.117,1749.0610665932259,6.070376144536069,24.12029819329914,2169.061066593226,S004|C|00051
r0.20_a1.1_b1.1,Q1-009,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,4.644441757622596,41.944478029717544,1877.1951581955423,S005|C|00063
r0.20_a1.1_b1.1,Q1-010,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.8578228095687757,64.2772148803903,1561.5595259403467,S006|C|00063
r0.20_a1.1_b1.1,Q1-011,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.7520361703057308,53.099547871178366,1907.5754478361764,S007|C|00031
r0.20_a1.1_b1.1,Q1-012,S008,B,"S008-FOD-01, S008-HYG-01",14.0,0.063,1541.842307167044,2.848308268702606,28.792293282434855,1901.842307167044,S008|B|00003
r0.20_a1.1_b1.1,Q1-013,S008,B,S008-WAT-01,14.0,0.027,1511.842307167044,2.848308268702606,28.792293282434855,1841.842307167044,S008|B|00008
r0.20_a1.1_b1.1,Q1-014,S008,B,"S008-MED-01, S008-WAT-02",17.0,0.039,1541.842307167044,2.934487783171036,26.637805420724103,1901.842307167044,S008|B|00020
r0.20_a1.1_b1.1,Q1-015,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,2.305858613374845,42.35353466562888,1558.4422473944055,S009|B|00007
r0.20_a1.1_b1.1,Q1-016,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,2.0055074714803607,49.86231321299098,1555.376902446339,S010|B|00007
r0.20_a1.1_b1.1,Q1-017,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,1.1813562444480192,70.46609388879952,1188.4236501116584,S011|B|00007
r0.20_a1.1_b1.1,Q1-018,S012,B,"S012-FOD-01, S012-MED-01, S012-WAT-01",25.0,0.067,1532.7345559700407,3.0276387658745403,24.30903085313649,1922.7345559700407,S012|B|00007
r0.20_a1.1_b1.1,Q1-019,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,2.0072292138738184,49.81926965315454,1510.4702802929446,S013|B|00007
r0.20_a1.1_b1.1,Q1-020,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,2.3544149721238914,41.13962569690271,1869.7521946190163,S014|B|00007
r0.20_a1.1_b1.1,Q1-021,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.538233077491135,36.54417306272163,1828.2885840204503,S015|B|00007
r0.30_a0.9_b0.9,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,2.6258322520813406,67.17709684898324,1692.1703918789085,S001|C|01022
r0.30_a0.9_b0.9,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,2.696200735680475,66.29749080399407,1494.1703918789085,S001|C|31745
r0.30_a0.9_b0.9,Q1-003,S002,B,"S002-FOD-02, S002-MED-01, S002-WAT-01",25.0,0.067,1426.6939339219116,2.442079181690116,38.9480204577471,1816.6939339219116,S002|B|00026
r0.30_a0.9_b0.9,Q1-004,S002,C,"S002-FOD-01, S002-HYG-01, S002-WAT-02, S002-WAT-03, S002-WAT-04",56.0,0.14400000000000002,1591.8120186387084,5.149100332424392,35.636245844695104,2041.8120186387084,S002|C|00229
r0.30_a0.9_b0.9,Q1-005,S003,B,"S003-FOD-02, S003-MED-01, S003-WAT-01",25.0,0.067,1690.5430982758824,2.5019731301620007,37.45067174594998,2080.5430982758826,S003|B|00026
r0.30_a0.9_b0.9,Q1-006,S003,C,"S003-FOD-01, S003-HYG-01, S003-WAT-02, S003-WAT-03, S003-WAT-04",56.0,0.14400000000000002,1920.1111443370805,5.188569764780013,35.14287794024984,2370.1111443370805,S003|C|00229
r0.30_a0.9_b0.9,Q1-007,S004,C,"S004-FOD-01, S004-HYG-01, S004-MED-01, S004-WAT-01, S004-WAT-02, S004-WAT-03",59.0,0.156,1821.0610665932259,5.537661687987697,30.77922890015379,2301.061066593226,S004|C|00063
r0.30_a0.9_b0.9,Q1-008,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,3.7999978016912146,52.50002747885982,1877.1951581955423,S005|C|00063
r0.30_a0.9_b0.9,Q1-009,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.3382186623744525,70.77226672031934,1561.5595259403467,S006|C|00063
r0.30_a0.9_b0.9,Q1-010,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.0698477757046887,61.62690280369139,1907.5754478361764,S007|C|00031
r0.30_a0.9_b0.9,Q1-011,S008,C,"S008-FOD-01, S008-HYG-01, S008-MED-01, S008-WAT-01, S008-WAT-02",45.0,0.129,1749.7120845921743,5.252462335736176,34.3442208032978,2199.7120845921745,S008|C|00031
r0.30_a0.9_b0.9,Q1-012,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,1.8866115927612368,52.83471018096908,1558.4422473944055,S009|B|00007
r0.30_a0.9_b0.9,Q1-013,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.6408697493930224,58.97825626517444,1555.376902446339,S010|B|00007
r0.30_a0.9_b0.9,Q1-014,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,0.9665642000029246,75.8358949999269,1188.4236501116584,S011|B|00007
r0.30_a0.9_b0.9,Q1-015,S012,B,"S012-FOD-01, S012-MED-01, S012-WAT-01",25.0,0.067,1532.7345559700407,2.4771589902609876,38.07102524347531,1922.7345559700407,S012|B|00007
r0.30_a0.9_b0.9,Q1-016,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.6422784477149421,58.94303880712645,1510.4702802929446,S013|B|00007
r0.30_a0.9_b0.9,Q1-017,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,1.9263395226468203,51.84151193382949,1869.7521946190163,S014|B|00007
r0.30_a0.9_b0.9,Q1-018,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.0767361543109284,48.08159614222679,1828.2885840204503,S015|B|00007
r0.30_a0.9_b1.0,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,2.6362147240406073,67.0473159494924,1692.1703918789085,S001|C|01022
r0.30_a0.9_b1.0,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,2.7066932345182257,66.16633456852217,1494.1703918789085,S001|C|31745
r0.30_a0.9_b1.0,Q1-003,S002,B,"S002-FOD-02, S002-MED-01, S002-WAT-01",25.0,0.067,1426.6939339219116,2.450453791495223,38.73865521261942,1816.6939339219116,S002|B|00026
r0.30_a0.9_b1.0,Q1-004,S002,C,"S002-FOD-01, S002-HYG-01, S002-WAT-02, S002-WAT-03, S002-WAT-04",56.0,0.14400000000000002,1591.8120186387084,5.160103565629004,35.49870542963745,2041.8120186387084,S002|C|00229
r0.30_a0.9_b1.0,Q1-005,S003,B,"S003-FOD-02, S003-MED-01, S003-WAT-01",25.0,0.067,1690.5430982758824,2.5222532392405137,36.94366901898716,2080.5430982758826,S003|B|00026
r0.30_a0.9_b1.0,Q1-006,S003,C,"S003-FOD-01, S003-HYG-01, S003-WAT-02, S003-WAT-03, S003-WAT-04",56.0,0.14400000000000002,1920.1111443370805,5.2151622337312,34.81047207836,2370.1111443370805,S003|C|00229
r0.30_a0.9_b1.0,Q1-007,S004,C,"S004-FOD-01, S004-HYG-01, S004-MED-01, S004-WAT-01, S004-WAT-02, S004-WAT-03",59.0,0.156,1821.0610665932259,5.555355736048517,30.55805329939354,2301.061066593226,S004|C|00063
r0.30_a0.9_b1.0,Q1-008,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,3.8131684286315224,52.33539464210597,1877.1951581955423,S005|C|00063
r0.30_a0.9_b1.0,Q1-009,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.3512060125500134,70.60992484312483,1561.5595259403467,S006|C|00063
r0.30_a0.9_b1.0,Q1-010,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.0908831720228953,61.36396034971381,1907.5754478361764,S007|C|00031
r0.30_a0.9_b1.0,Q1-011,S008,C,"S008-FOD-01, S008-HYG-01, S008-MED-01, S008-WAT-01, S008-WAT-02",45.0,0.129,1749.7120845921743,5.265824299284405,34.17719625894494,2199.7120845921745,S008|C|00031
r0.30_a0.9_b1.0,Q1-012,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,1.8938053964911417,52.65486508772146,1558.4422473944055,S009|B|00007
r0.30_a0.9_b1.0,Q1-013,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.653426194773975,58.66434513065062,1555.376902446339,S010|B|00007
r0.30_a0.9_b1.0,Q1-014,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,0.9743234755480449,75.64191311129888,1188.4236501116584,S011|B|00007
r0.30_a0.9_b1.0,Q1-015,S012,B,"S012-FOD-01, S012-MED-01, S012-WAT-01",25.0,0.067,1532.7345559700407,2.490171491331752,37.7457127167062,1922.7345559700407,S012|B|00007
r0.30_a0.9_b1.0,Q1-016,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.6526938831730196,58.68265292067451,1510.4702802929446,S013|B|00007
r0.30_a0.9_b1.0,Q1-017,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,1.9480804223520714,51.29798944119821,1869.7521946190163,S014|B|00007
r0.30_a0.9_b1.0,Q1-018,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.0942569144480627,47.643577138798435,1828.2885840204503,S015|B|00007
r0.30_a0.9_b1.1,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,2.646597195999874,66.91753505000158,1692.1703918789085,S001|C|01022
r0.30_a0.9_b1.1,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,2.7171857333559766,66.0351783330503,1494.1703918789085,S001|C|31745
r0.30_a0.9_b1.1,Q1-003,S002,B,"S002-FOD-02, S002-MED-01, S002-WAT-01",25.0,0.067,1426.6939339219116,2.45882840130033,38.529289967491756,1816.6939339219116,S002|B|00026
r0.30_a0.9_b1.1,Q1-004,S002,C,"S002-FOD-01, S002-HYG-01, S002-WAT-02, S002-WAT-03, S002-WAT-04",56.0,0.14400000000000002,1591.8120186387084,5.171106798833618,35.361165014579775,2041.8120186387084,S002|C|00229
r0.30_a0.9_b1.1,Q1-005,S003,B,"S003-FOD-02, S003-MED-01, S003-WAT-01",25.0,0.067,1690.5430982758824,2.542533348319027,36.43666629202432,2080.5430982758826,S003|B|00026
r0.30_a0.9_b1.1,Q1-006,S003,C,"S003-FOD-01, S003-HYG-01, S003-WAT-02, S003-WAT-03, S003-WAT-04",56.0,0.14400000000000002,1920.1111443370805,5.241754702682387,34.47806621647016,2370.1111443370805,S003|C|00229
r0.30_a0.9_b1.1,Q1-007,S004,C,"S004-FOD-01, S004-HYG-01, S004-MED-01, S004-WAT-01, S004-WAT-02, S004-WAT-03",59.0,0.156,1821.0610665932259,5.573049784109337,30.33687769863329,2301.061066593226,S004|C|00063
r0.30_a0.9_b1.1,Q1-008,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,3.82633905557183,52.170761805352114,1877.1951581955423,S005|C|00063
r0.30_a0.9_b1.1,Q1-009,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.3641933627255742,70.44758296593032,1561.5595259403467,S006|C|00063
r0.30_a0.9_b1.1,Q1-010,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.111918568341102,61.101017895736234,1907.5754478361764,S007|C|00031
r0.30_a0.9_b1.1,Q1-011,S008,C,"S008-FOD-01, S008-HYG-01, S008-MED-01, S008-WAT-01, S008-WAT-02",45.0,0.129,1749.7120845921743,5.279186262832632,34.0101717145921,2199.7120845921745,S008|C|00031
r0.30_a0.9_b1.1,Q1-012,S009,B,"S009-FOD-01, S009-MED-01, S009-WAT-01",25.0,0.067,1168.4422473944055,1.9009992002210467,52.47501999447384,1558.4422473944055,S009|B|00007
r0.30_a0.9_b1.1,Q1-013,S010,B,"S010-FOD-01, S010-MED-01, S010-WAT-01",25.0,0.067,1165.376902446339,1.6659826401549278,58.3504339961268,1555.376902446339,S010|B|00007
r0.30_a0.9_b1.1,Q1-014,S011,B,"S011-FOD-01, S011-MED-01, S011-WAT-01",25.0,0.067,798.4236501116584,0.9820827510931651,75.44793122267087,1188.4236501116584,S011|B|00007
r0.30_a0.9_b1.1,Q1-015,S012,B,"S012-FOD-01, S012-MED-01, S012-WAT-01",25.0,0.067,1532.7345559700407,2.503183992402516,37.4204001899371,1922.7345559700407,S012|B|00007
r0.30_a0.9_b1.1,Q1-016,S013,B,"S013-FOD-01, S013-MED-01, S013-WAT-01",25.0,0.067,1120.4702802929446,1.663109318631097,58.42226703422257,1510.4702802929446,S013|B|00007
r0.30_a0.9_b1.1,Q1-017,S014,B,"S014-FOD-01, S014-MED-01, S014-WAT-01",25.0,0.067,1479.7521946190163,1.9698213220573224,50.754466948566936,1869.7521946190163,S014|B|00007
r0.30_a0.9_b1.1,Q1-018,S015,B,"S015-FOD-01, S015-MED-01, S015-WAT-01",25.0,0.067,1438.2885840204503,2.1117776745851966,47.20555813537008,1828.2885840204503,S015|B|00007
r0.30_a1.0_b0.9,Q1-001,S001,C,"S001-FOD-02, S001-FOD-03, S001-HYG-01, S001-HYG-02, S001-MED-01, S001-MED-02, S001-WAT-01, S001-WAT-02, S001-WAT-03",76.0,0.231,1122.1703918789085,2.907208919242223,63.65988850947222,1692.1703918789085,S001|C|01022
r0.30_a1.0_b0.9,Q1-002,S001,C,"S001-FOD-01, S001-WAT-04, S001-WAT-05, S001-WAT-06, S001-WAT-07, S001-WAT-08",78.0,0.163,1014.1703918789086,2.9852860963627768,62.68392379546529,1494.1703918789085,S001|C|31745
r0.30_a1.0_b0.9,Q1-003,S002,B,"S002-MED-01, S002-WAT-01",17.0,0.039,1396.6939339219116,2.424808827804739,39.379779304881524,1756.6939339219116,S002|B|00024
r0.30_a1.0_b0.9,Q1-004,S002,B,"S002-HYG-01, S002-WAT-02",20.0,0.062,1396.6939339219116,2.511944230085996,37.2013942478501,1756.6939339219116,S002|B|00036
r0.30_a1.0_b0.9,Q1-005,S002,C,"S002-FOD-01, S002-FOD-02, S002-WAT-03, S002-WAT-04",44.0,0.11,1555.8120186387084,5.2942426833239935,33.82196645845008,1975.8120186387084,S002|C|00195
r0.30_a1.0_b0.9,Q1-006,S003,C,"S003-FOD-02, S003-HYG-01, S003-WAT-01, S003-WAT-02",42.0,0.117,1884.1111443370805,5.264057393222319,34.19928258472101,2304.1111443370805,S003|C|00054
r0.30_a1.0_b0.9,Q1-007,S003,C,"S003-FOD-01, S003-MED-01, S003-WAT-03, S003-WAT-04",39.0,0.094,1884.1111443370805,5.185464012837008,35.181699839537394,2304.1111443370805,S003|C|00201
r0.30_a1.0_b0.9,Q1-008,S004,B,"S004-MED-01, S004-WAT-01",17.0,0.039,1561.648011173304,2.5639560857149903,35.901097857125244,1921.648011173304,S004|B|00012
r0.30_a1.0_b0.9,Q1-009,S004,C,"S004-FOD-01, S004-HYG-01, S004-WAT-02, S004-WAT-03",42.0,0.117,1749.0610665932259,5.502570376209935,31.217870297375818,2169.061066593226,S004|C|00051
r0.30_a1.0_b0.9,Q1-010,S005,C,"S005-FOD-01, S005-HYG-01, S005-MED-01, S005-WAT-01, S005-WAT-02, S005-WAT-03",59.0,0.156,1397.1951581955423,4.209049152716598,47.38688559104253,1877.1951581955423,S005|C|00063
r0.30_a1.0_b0.9,Q1-011,S006,C,"S006-FOD-01, S006-HYG-01, S006-MED-01, S006-WAT-01, S006-WAT-02, S006-WAT-03",59.0,0.156,1081.5595259403467,2.585033385796053,67.68708267754934,1561.5595259403467,S006|C|00063
r0.30_a1.0_b0.9,Q1-012,S007,C,"S007-FOD-01, S007-HYG-01, S007-MED-01, S007-WAT-01, S007-WAT-02",45.0,0.129,1457.5754478361764,3.389906576687003,57.62616779141246,1907.5754478361764,S007|C|00031
r0.30_a1.0_b0.9,Q1-013,S008,B,"S008-FOD-01, S008-HYG-01",14.0,0.063,1541.842307167044,2.5795300642014407,35.51174839496398,1901.842307167044,S008|B|00003
r0.30_a1.0_b0.9,Q1-014,S008,B,S008-WAT-01,14.0,0.027,1511.842307167044,2.5795300642014407,35.51174839496398,1841.842307167044,S008|B|00008
