Scenario,Sample ID,Sample status,Sorties,Energy (kWh),Operation Time (s),Selected batch IDs
r0.30_a1.0_b1.1,8,formal sampled,23,67.02975560089408,41337.393354214204,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00012;S004|C|00051;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00003;S008|B|00008;S008|B|00020;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.30_a1.0_b1.1,9,formal sampled,23,67.12905662031378,41335.65578022567,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00012;S004|B|00018;S004|B|00033;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00003;S008|C|00028;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.30_a1.0_b1.1,10,formal sampled,24,66.9305729373138,43011.628309967586,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00012;S004|B|00018;S004|B|00033;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00003;S008|B|00008;S008|B|00020;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.30_a1.0_b1.1,11,formal sampled,25,66.87542354936623,44748.60336218227,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00024;S003|B|00036;S003|C|00195;S004|B|00012;S004|B|00018;S004|B|00033;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00003;S008|B|00008;S008|B|00020;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.30_a1.0_b1.1,12,formal sampled,25,66.87586617302134,44742.60336218227,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|B|00132;S003|C|00112;S004|B|00012;S004|B|00018;S004|B|00033;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00003;S008|B|00008;S008|B|00020;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.30_a1.0_b1.1,13,formal sampled,26,66.85584377933306,46485.57841439696,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00024;S003|B|00036;S003|B|00066;S003|B|00129;S004|B|00012;S004|B|00018;S004|B|00033;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00003;S008|B|00008;S008|B|00020;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,1,formal sampled,20,66.86438775693352,36919.40229053146,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,2,formal sampled,21,66.65640445587906,38595.37482027338,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,3,formal sampled,21,66.695603568658,38544.28651487716,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,4,formal sampled,21,66.71810431377335,38456.97813973658,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,5,formal sampled,21,66.71851079110874,38450.97813973658,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,6,formal sampled,22,66.44904100108604,40277.34735001529,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,7,formal sampled,22,66.48721913151492,40275.60977602676,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,8,formal sampled,22,66.48762026760353,40220.25904461907,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,9,formal sampled,22,66.51012101271888,40132.950669478494,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,10,formal sampled,22,66.51052749005427,40126.950669478494,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,11,formal sampled,22,66.54932012549784,40081.86236408227,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,12,formal sampled,22,66.54972660283322,40075.86236408227,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,13,formal sampled,22,66.60448573916166,39994.5539889417,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,14,formal sampled,23,66.27985567672191,41957.58230576867,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,15,formal sampled,23,66.28025681281052,41902.23157436099,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,16,formal sampled,23,66.30275755792587,41814.92319922041,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,17,formal sampled,23,66.30316403526126,41808.92319922041,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,18,formal sampled,23,66.34133682444337,41757.83489382418,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,19,formal sampled,23,66.34174330177875,41751.83489382418,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,20,formal sampled,23,66.39465822680144,41750.09731983565,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,21,formal sampled,23,66.39650243810719,41670.526518683604,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,22,formal sampled,23,66.43570155088615,41619.43821328739,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,23,formal sampled,24,66.11107148844638,43582.46653011437,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,24,formal sampled,24,66.12518843677874,43576.46653011437,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,25,formal sampled,24,66.13357223356174,43495.15815497379,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,26,formal sampled,24,66.13397336965035,43439.8074235661,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,27,formal sampled,24,66.13437984698574,43433.8074235661,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,28,formal sampled,24,66.17255797741461,43432.069849577565,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,29,formal sampled,24,66.18667492574697,43426.069849577565,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,30,formal sampled,24,66.18913898331418,43352.499048425525,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,31,formal sampled,24,66.22731711374306,43350.76147443699,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,32,formal sampled,24,66.22771824983168,43295.4107430293,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,33,formal sampled,25,65.9560031124146,45262.70148586775,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,34,formal sampled,25,65.96478804528621,45120.04237931948,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,35,formal sampled,25,65.9651945226216,45114.04237931948,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,36,formal sampled,25,65.97931147095395,45108.04237931948,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,37,formal sampled,25,66.01995365895004,45032.73400417891,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,38,formal sampled,25,66.02035479503866,44977.383272771214,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,39,formal sampled,25,66.05853292546755,44975.64569878268,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,40,formal sampled,25,66.07264987379989,44969.64569878268,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,41,formal sampled,26,65.80971966925443,46800.27733507286,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,42,formal sampled,26,65.81012614658981,46794.27733507286,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,43,formal sampled,26,65.85116947067452,46657.618228524596,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,44,formal sampled,26,65.86528641900688,46651.618228524596,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,45,formal sampled,27,65.69610109464274,48337.85318427798,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,46,formal sampled,28,65.63340683216187,50068.82823649266,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|B|00132;S003|C|00112;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b0.9,47,formal sampled,29,65.60192850322474,51811.80328870735,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00024;S003|B|00036;S003|B|00066;S003|B|00129;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,1,formal sampled,20,67.14329877892985,36919.40229053146,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,2,formal sampled,21,66.94321337631152,38595.37482027338,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,3,formal sampled,21,66.98404756018428,38544.28651487716,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,4,formal sampled,21,67.00317292037742,38456.97813973658,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,5,formal sampled,21,67.0035793977128,38450.97813973658,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,6,formal sampled,22,66.74374781995463,40277.34735001529,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,7,formal sampled,22,66.78396215756595,40220.25904461907,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,8,formal sampled,22,66.80308751775908,40132.950669478494,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
