Scenario,Sample ID,Sample status,Sorties,Energy (kWh),Operation Time (s),Selected batch IDs
r0.40_a0.9_b1.0,9,formal sampled,22,66.80349399509446,40126.950669478494,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,10,formal sampled,22,66.84392170163186,40081.86236408227,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,11,formal sampled,22,66.84432817896723,40075.86236408227,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,12,formal sampled,22,66.89571193037345,39994.5539889417,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,13,formal sampled,23,66.58449660120907,41902.23157436099,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,14,formal sampled,23,66.6036219614022,41814.92319922041,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,15,formal sampled,23,66.60402843873757,41808.92319922041,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,16,formal sampled,23,66.64383629901351,41757.83489382418,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,17,formal sampled,23,66.64424277634889,41751.83489382418,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,18,formal sampled,23,66.69562652775512,41670.526518683604,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,19,formal sampled,23,66.7364607116279,41619.43821328739,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|C|00014;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,20,formal sampled,24,66.42533047652724,43582.46653011437,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,21,formal sampled,24,66.43944742485958,43576.46653011437,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,22,formal sampled,24,66.44437074265663,43439.8074235661,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,23,formal sampled,24,66.44477721999202,43433.8074235661,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,24,formal sampled,24,66.48507665166706,43432.069849577565,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,25,formal sampled,24,66.49616097139824,43352.499048425525,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,26,formal sampled,24,66.53637530900956,43295.4107430293,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,27,formal sampled,25,66.28028130017775,45262.70148586775,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,28,formal sampled,25,66.2852046179748,45120.04237931948,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,29,formal sampled,25,66.28561109531017,45114.04237931948,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,30,formal sampled,25,66.29972804364253,45108.04237931948,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,31,formal sampled,25,66.33690975265267,44977.383272771214,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,32,formal sampled,25,66.37720918432773,44975.64569878268,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,33,formal sampled,25,66.39132613266007,44969.64569878268,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,34,formal sampled,26,66.14015544162531,46800.27733507286,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,35,formal sampled,26,66.1405619189607,46794.27733507286,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,36,formal sampled,26,66.17774362797084,46657.618228524596,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,37,formal sampled,26,66.19186057630318,46651.618228524596,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,38,formal sampled,27,66.03269445162135,48337.85318427798,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|C|00054;S003|C|00201;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.0,39,formal sampled,28,65.98495371649344,50068.82823649266,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|B|00132;S003|C|00112;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,1,formal sampled,22,69.14129666162458,40489.91791854926,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,2,formal sampled,22,69.14456636365594,40483.91791854926,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,3,formal sampled,22,69.16853856908082,40477.91791854926,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,4,formal sampled,23,68.94972900370384,42171.890448291175,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,5,formal sampled,23,68.95299870573518,42165.890448291175,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,6,formal sampled,23,68.97697091116008,42159.890448291175,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,7,formal sampled,23,68.99157841240898,42114.80214289495,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,8,formal sampled,23,68.99484811444033,42108.80214289495,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,9,formal sampled,23,69.00732838767989,42027.49376775438,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,10,formal sampled,23,69.00773486501527,42021.49376775438,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,11,formal sampled,23,69.01100456704663,42015.49376775438,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,12,formal sampled,23,69.03497677247151,42009.49376775438,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,13,formal sampled,24,68.80001075448823,43796.774672636864,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,14,formal sampled,24,68.80328045651957,43790.774672636864,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,15,formal sampled,24,68.81576072975913,43709.46629749629,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,16,formal sampled,24,68.81616720709452,43703.46629749629,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,17,formal sampled,24,68.81943690912587,43697.46629749629,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,18,formal sampled,24,68.84340911455077,43691.46629749629,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,19,formal sampled,24,68.85761013846428,43652.37799210007,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,20,formal sampled,24,68.85801661579967,43646.37799210007,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,21,formal sampled,24,68.86128631783102,43640.37799210007,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,22,formal sampled,24,68.88525852325591,43634.37799210007,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,23,formal sampled,24,68.90602498228367,43565.06961695949,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,24,formal sampled,24,68.90929468431501,43559.06961695949,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,25,formal sampled,24,68.93326688973991,43553.06961695949,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,26,formal sampled,25,68.65086382948869,45477.009628390246,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00016;S003|C|00100;S003|C|00139;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,27,formal sampled,25,68.65413353152005,45471.009628390246,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00006;S003|C|00056;S003|C|00193;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,28,formal sampled,25,68.66604248054352,45334.35052184198,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,29,formal sampled,25,68.66644895787891,45328.35052184198,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
