Sortie ID,Sequence,Node,Cargo Box IDs,Start Time (s),Return Time (s),Drone ID,Battery ID
Q2-013,1,S010,"S010-MED-01,S010-WAT-01,S010-FOD-01",1922.7345559700407,3478.1114584163797,U05,B-BAT-04
Q2-013,2,O01,,1922.7345559700407,3478.1114584163797,U05,B-BAT-04
Q2-014,0,O01,,2041.8120186387082,3603.371544579055,U07,C-BAT-04
Q2-014,1,S006,"S006-MED-01,S006-WAT-01,S006-WAT-02,S006-WAT-03,S006-FOD-01,S006-HYG-01",2041.8120186387082,3603.371544579055,U07,C-BAT-04
Q2-014,2,O01,,2041.8120186387082,3603.371544579055,U07,C-BAT-04
Q2-015,0,O01,,2583.847312401337,3774.748457665826,U03,A-BAT-01
Q2-015,1,S001,S001-WAT-05,2583.847312401337,3774.748457665826,U03,A-BAT-01
Q2-015,2,O01,,2583.847312401337,3774.748457665826,U03,A-BAT-01
Q2-016,0,O01,,2608.06610875125,3798.967254015739,U04,A-BAT-02
Q2-016,1,S001,S001-WAT-03,2608.06610875125,3798.967254015739,U04,A-BAT-02
Q2-016,2,O01,,2608.06610875125,3798.967254015739,U04,A-BAT-02
Q2-017,0,O01,,2742.4875220349604,3933.3886672994495,U01,A-BAT-03
Q2-017,1,S001,S001-WAT-08,2742.4875220349604,3933.3886672994495,U01,A-BAT-03
Q2-017,2,O01,,2742.4875220349604,3933.3886672994495,U01,A-BAT-03
Q2-018,0,O01,,2769.1304905591633,4971.784512736698,U02,A-BAT-04
Q2-018,1,S003,S003-WAT-02,2769.1304905591633,4971.784512736698,U02,A-BAT-04
Q2-018,2,O01,,2769.1304905591633,4971.784512736698,U02,A-BAT-04
Q2-019,0,O01,,3478.1114584163797,5750.467208344436,U05,B-BAT-02
Q2-019,1,S003,S003-MED-01,3478.1114584163797,5750.467208344436,U05,B-BAT-02
Q2-019,2,S011,S011-MED-01,3478.1114584163797,5750.467208344436,U05,B-BAT-02
Q2-019,3,O01,,3478.1114584163797,5750.467208344436,U05,B-BAT-02
Q2-020,0,O01,,3664.705565525088,5965.766632118313,U07,C-BAT-02
Q2-020,1,S004,"S004-MED-01,S004-WAT-01,S004-WAT-02,S004-WAT-03,S004-FOD-01,S004-HYG-01",3664.705565525088,5965.766632118313,U07,C-BAT-02
Q2-020,2,O01,,3664.705565525088,5965.766632118313,U07,C-BAT-02
Q2-021,0,O01,,3774.748457665826,5977.402479843362,U03,A-BAT-05
Q2-021,1,S003,S003-WAT-03,3774.748457665826,5977.402479843362,U03,A-BAT-05
Q2-021,2,O01,,3774.748457665826,5977.402479843362,U03,A-BAT-05
Q2-022,0,O01,,3782.107403132738,5623.949710299782,U06,B-BAT-01
Q2-022,1,S008,S008-MED-01,3782.107403132738,5623.949710299782,U06,B-BAT-01
Q2-022,2,O01,,3782.107403132738,5623.949710299782,U06,B-BAT-01
Q2-023,0,O01,,3798.967254015739,6001.621276193275,U04,A-BAT-06
Q2-023,1,S003,S003-WAT-04,3798.967254015739,6001.621276193275,U04,A-BAT-06
Q2-023,2,O01,,3798.967254015739,6001.621276193275,U04,A-BAT-06
Q2-024,0,O01,,4424.6431371923445,6530.754281529425,U08,C-BAT-01
Q2-024,1,S003,S003-WAT-01,4424.6431371923445,6530.754281529425,U08,C-BAT-01
Q2-024,2,O01,,4424.6431371923445,6530.754281529425,U08,C-BAT-01
Q2-025,0,O01,,4627.056965094066,6738.203093885228,U01,A-BAT-01
Q2-025,1,S008,S008-WAT-02,4627.056965094066,6738.203093885228,U01,A-BAT-01
Q2-025,2,O01,,4627.056965094066,6738.203093885228,U01,A-BAT-01
Q2-026,0,O01,,4971.784512736698,6523.895694401706,U02,A-BAT-02
Q2-026,1,S013,S013-FOD-01,4971.784512736698,6523.895694401706,U02,A-BAT-02
Q2-026,2,O01,,4971.784512736698,6523.895694401706,U02,A-BAT-02
Q2-027,0,O01,,5623.949710299782,7452.238294320232,U06,B-BAT-03
Q2-027,1,S015,"S015-MED-01,S015-WAT-01,S015-FOD-01",5623.949710299782,7452.238294320232,U06,B-BAT-03
Q2-027,2,O01,,5623.949710299782,7452.238294320232,U06,B-BAT-03
Q2-028,0,O01,,5750.467208344436,6839.568730187537,U05,B-BAT-04
Q2-028,1,S001,S001-FOD-01,5750.467208344436,6839.568730187537,U05,B-BAT-04
Q2-028,2,O01,,5750.467208344436,6839.568730187537,U05,B-BAT-04
Q2-029,0,O01,,5965.766632118313,7901.478716710488,U07,C-BAT-03
Q2-029,1,S008,S008-WAT-01,5965.766632118313,7901.478716710488,U07,C-BAT-03
Q2-029,2,O01,,5965.766632118313,7901.478716710488,U07,C-BAT-03
Q2-030,0,O01,,5977.402479843362,7168.303625107851,U03,A-BAT-03
Q2-030,1,S001,S001-FOD-02,5977.402479843362,7168.303625107851,U03,A-BAT-03
Q2-030,2,O01,,5977.402479843362,7168.303625107851,U03,A-BAT-03
Q2-031,0,O01,,6318.6820410825085,8521.336063260043,U04,A-BAT-04
Q2-031,1,S003,S003-FOD-02,6318.6820410825085,8521.336063260043,U04,A-BAT-04
Q2-031,2,O01,,6318.6820410825085,8521.336063260043,U04,A-BAT-04
Q2-032,0,O01,,6530.754281529425,8407.949439724967,U08,C-BAT-04
Q2-032,1,S005,"S005-MED-01,S005-WAT-01,S005-WAT-02,S005-WAT-03,S005-FOD-01,S005-HYG-01",6530.754281529425,8407.949439724967,U08,C-BAT-04
Q2-032,2,O01,,6530.754281529425,8407.949439724967,U08,C-BAT-04
Q2-033,0,O01,,7324.300008189171,9526.954030366707,U01,A-BAT-05
Q2-033,1,S003,S003-FOD-01,7324.300008189171,9526.954030366707,U01,A-BAT-05
Q2-033,2,O01,,7324.300008189171,9526.954030366707,U01,A-BAT-05
Q2-034,0,O01,,7335.980004573286,9177.82231174033,U05,B-BAT-01
Q2-034,1,S008,S008-HYG-01,7335.980004573286,9177.82231174033,U05,B-BAT-01
Q2-034,2,O01,,7335.980004573286,9177.82231174033,U05,B-BAT-01
Q2-035,0,O01,,7348.518804539084,9459.664933330247,U02,A-BAT-06
Q2-035,1,S008,S008-FOD-01,7348.518804539084,9459.664933330247,U02,A-BAT-06
Q2-035,2,O01,,7348.518804539084,9459.664933330247,U02,A-BAT-06
Q2-036,0,O01,,7476.075265142357,8914.517512536762,U06,B-BAT-02
Q2-036,1,S009,S009-FOD-01,7476.075265142357,8914.517512536762,U06,B-BAT-02
Q2-036,2,O01,,7476.075265142357,8914.517512536762,U06,B-BAT-02
Q2-037,0,O01,,7564.474061292571,9767.128083470107,U03,A-BAT-02
Q2-037,1,S003,S003-HYG-01,7564.474061292571,9767.128083470107,U03,A-BAT-02
Q2-037,2,O01,,7564.474061292571,9767.128083470107,U03,A-BAT-02
Q2-038,0,O01,,8465.52593637387,9629.696328252778,U07,C-BAT-02
Q2-038,1,S001,S001-HYG-01,8465.52593637387,9629.696328252778,U07,C-BAT-02
Q2-038,2,O01,,8465.52593637387,9629.696328252778,U07,C-BAT-02
Q2-039,0,O01,,8521.336063260043,9683.362982263548,U04,A-BAT-01
Q2-039,1,S011,S011-FOD-01,8521.336063260043,9683.362982263548,U04,A-BAT-01
Q2-039,2,O01,,8521.336063260043,9683.362982263548,U04,A-BAT-01
